confidence,order_of_highest_convergence
0.232542474286126,9.10000
0.232542474286126,8.26000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.144181774050076,0.00000
0.144181774050076,0.00000
0.144181774050076,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.232542474286126,8.26000
0.232542474286126,9.10000
0.232542474286126,9.23000
0.767457525713874,8.32000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.144181774050076,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,8.32000
0.232542474286126,9.23000
0.232542474286126,9.43000
0.767457525713874,8.41000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,8.41000
0.232542474286126,9.43000
0.767457525713874,9.73000
0.767457525713874,8.54000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,8.54000
0.767457525713874,9.73000
0.767457525713874,10.20000
0.767457525713874,8.77000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,8.77000
0.767457525713874,10.20000
0.767457525713874,10.88000
0.767457525713874,9.17000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,9.17000
0.767457525713874,10.88000
0.767457525713874,11.85000
0.767457525713874,9.89000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,9.89000
0.767457525713874,11.85000
0.708196954765316,13.58000
0.767457525713874,11.01000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,0.00000
0.767457525713874,11.01000
0.708196954765316,13.58000
0.509792968735116,4.38000
0.684194236950342,13.95000
0.767457525713874,10.46000
0.767457525713874,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.767457525713874,0.00000
0.767457525713874,10.46000
0.684194236950342,13.95000
0.509792968735116,4.38000
0.713211470014557,4.22000
0.524665330359332,4.60000
0.671185086009332,14.40000
0.767457525713874,0.00000
0.806247556777468,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.806247556777468,0.00000
0.767457525713874,0.00000
0.671185086009332,14.40000
0.524665330359332,4.60000
0.713211470014557,4.22000
0.862576087927631,4.10000
0.735860187437565,4.41000
0.552869180708531,4.90000
0.645661166761498,14.89000
0.767457525713874,0.00000
0.846151933438937,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.855818225949924,0.00000
0.846151933438937,0.00000
0.767457525713874,0.00000
0.645661166761498,14.89000
0.552869180708531,4.90000
0.735860187437565,4.41000
0.862576087927631,4.10000
0.940625046839763,3.99000
0.875488151755350,4.25000
0.757328669920270,4.65000
0.580736594565843,5.35000
0.574181333852612,16.18000
0.752357061647992,9.30000
0.809108256381104,0.00000
0.809108256381104,0.00000
0.809108256381104,0.00000
0.809108256381104,0.00000
0.809108256381104,0.00000
0.752357061647992,9.30000
0.574181333852612,16.18000
0.580736594565843,5.35000
0.757328669920270,4.65000
0.875488151755350,4.25000
0.940625046839763,3.99000
0.975600534742353,3.90000
0.946657330419508,4.13000
0.887345542155851,4.45000
0.777579782252299,4.99000
0.651783537510748,5.80000
0.546218483960126,19.67000
0.767457525713874,11.18000
0.767457525713874,9.74000
0.767457525713874,9.17000
0.767457525713874,9.74000
0.767457525713874,11.18000
0.546218483960126,19.67000
0.651783537510748,5.80000
0.777579782252299,4.99000
0.887345542155851,4.45000
0.946657330419508,4.13000
0.975600534742353,3.90000
0.990188220518731,3.81000
0.978161920587856,4.02000
0.952107937515385,4.29000
0.898204985725233,4.72000
0.825304449576023,5.30000
0.677086858280780,5.32000
0.517961067421604,22.56000
0.767457525713874,12.65000
0.767457525713874,11.29000
0.767457525713874,12.65000
0.517961067421604,22.56000
0.677086858280780,5.32000
0.825304449576023,5.30000
0.898204985725233,4.72000
0.952107937515385,4.29000
0.978161920587856,4.02000
0.990188220518731,3.81000
0.996089341847187,3.74000
0.991232000012343,3.92000
0.980459814139571,4.16000
0.957026895756859,4.52000
0.922622739662944,4.96000
0.841073344996155,4.98000
0.701393973378054,4.99000
0.500174847089310,873.26
0.702545091323181,14.41000
0.500174847089310,873.26
0.701393973378054,4.99000
0.841073344996155,4.98000
0.922622739662944,4.96000
0.957026895756859,4.52000
0.980459814139571,4.16000
0.991232000012343,3.92000
0.996089341847187,3.74000